food_type,temperature,humidity,gas_ppm,days_since_added,weight,amount_status,spoilage_status
grilled_salmon,1.4,76.1,627,3.4,380.4,sufficient,spoiled
chocolate_cake,4.4,85.2,172,2.0,376.3,sufficient,fine
hummus,6.1,88.1,497,5.6,261.0,not_sufficient,spoiled
omelette,5.9,85.0,136,0.0,351.0,sufficient,fine
nachos,8.0,71.3,117,3.6,278.4,not_sufficient,fine
donuts,5.2,76.2,413,5.3,394.2,sufficient,spoiled
bread_pudding,8.5,62.6,797,4.2,531.1,sufficient,spoiled
cheese_plate,2.7,62.2,305,6.9,121.1,not_sufficient,near_spoiled
hummus,3.9,63.5,320,4.3,586.1,sufficient,near_spoiled
hot_dog,4.2,81.5,750,4.6,591.2,sufficient,spoiled
chicken_wings,-0.3,62.7,319,5.5,221.6,not_sufficient,near_spoiled
cheese_plate,3.6,70.4,132,4.1,221.5,not_sufficient,fine
fried_rice,3.2,69.8,188,0.7,426.0,sufficient,fine
carrot_cake,5.5,83.6,254,1.8,582.4,sufficient,near_spoiled
chocolate_cake,4.9,73.2,108,2.3,511.8,sufficient,fine
cheececake,1.3,71.7,262,8.2,440.0,sufficient,near_spoiled
apple-pie,4.2,73.8,471,5.9,457.6,sufficient,spoiled
french_toast,8.1,66.8,131,0.0,488.5,sufficient,fine
garlic_bread,3.6,64.6,125,2.0,511.3,sufficient,fine
fried_rice,4.6,85.3,133,2.0,505.1,sufficient,fine
carrot_cake,5.5,83.0,164,0.0,439.0,sufficient,fine
onion_rings,0.4,84.3,182,0.5,580.5,sufficient,fine
edamame,2.7,60.6,231,4.4,369.5,sufficient,near_spoiled
falafel,5.5,64.2,355,2.4,197.2,not_sufficient,near_spoiled
waffles,5.0,72.4,271,3.7,478.4,sufficient,near_spoiled
cup_cakes,4.7,89.8,296,4.5,555.7,sufficient,near_spoiled
cheececake,1.0,84.2,168,4.3,497.6,sufficient,fine
onion_rings,3.2,80.3,127,0.4,190.8,not_sufficient,fine
ramen,6.6,89.7,161,2.9,511.5,sufficient,fine
cheese_plate,3.6,63.7,250,7.4,351.0,sufficient,near_spoiled
caesar_salad,1.6,66.1,297,4.3,525.0,sufficient,near_spoiled
strawberry_shortcake,5.3,69.9,154,1.1,471.2,sufficient,fine
hummus,5.0,72.0,137,1.9,436.1,sufficient,fine
chocolate_cake,2.7,79.4,181,2.0,554.0,sufficient,fine
caesar_salad,0.9,61.0,753,6.2,430.1,sufficient,spoiled
bread_pudding,6.6,64.7,327,2.8,295.5,not_sufficient,near_spoiled
cheese_plate,1.4,79.1,128,4.8,565.6,sufficient,fine
pizza,4.8,83.6,103,1.4,537.2,sufficient,fine
ceviche,0.3,80.1,136,3.7,529.3,sufficient,fine
cheececake,5.3,61.2,142,3.7,356.3,sufficient,fine
hot_and_sour_soup,4.7,63.9,192,0.9,468.4,sufficient,fine
hummus,2.9,65.4,296,3.3,302.4,sufficient,near_spoiled
ceviche,-0.3,63.4,202,6.7,546.0,sufficient,near_spoiled
beef_salad,3.3,88.7,387,3.3,556.3,sufficient,near_spoiled
grilled_salmon,1.7,81.8,149,0.0,123.8,not_sufficient,fine
greek_salad,5.0,73.2,194,0.0,551.8,sufficient,fine
chocolate_cake,7.4,71.0,110,0.5,162.6,not_sufficient,fine
chicken_wings,0.1,86.4,375,6.4,405.2,sufficient,near_spoiled
grilled_salmon,1.4,64.8,132,0.0,175.2,not_sufficient,fine
breakfast_burrito,1.3,67.3,277,5.2,118.2,not_sufficient,near_spoiled
seaweed_salad,1.1,80.2,146,1.8,473.2,sufficient,fine
omelette,6.2,77.6,318,6.7,366.0,sufficient,near_spoiled
lobster_roll_sandwich,2.6,76.5,199,0.7,391.1,sufficient,fine
falafel,2.2,68.9,258,2.7,178.7,not_sufficient,near_spoiled
nachos,0.9,70.8,172,0.2,160.1,not_sufficient,fine
greek_salad,4.0,84.5,775,3.8,343.6,sufficient,spoiled
caesar_salad,2.1,60.1,198,0.1,568.3,sufficient,fine
omelette,0.5,84.7,171,3.1,466.0,sufficient,fine
apple-pie,9.1,80.8,635,5.6,182.3,not_sufficient,spoiled
fish_and_chips,4.7,81.5,328,8.0,470.8,sufficient,near_spoiled
cup_cakes,5.7,80.3,223,4.2,508.7,sufficient,near_spoiled
pizza,5.1,73.2,205,3.7,485.3,sufficient,near_spoiled
creme_brulee,8.2,64.6,376,6.5,166.9,not_sufficient,near_spoiled
cheececake,5.2,80.5,354,9.1,466.1,sufficient,near_spoiled
strawberry_shortcake,4.6,60.2,293,1.9,156.2,not_sufficient,near_spoiled
pancakes,6.0,86.1,198,1.6,355.9,sufficient,fine
chicken_wings,2.3,60.3,345,8.5,190.7,not_sufficient,near_spoiled
chocolate_cake,3.5,72.4,274,6.4,587.9,sufficient,near_spoiled
macaroni_and_cheese,3.4,74.3,403,3.7,146.1,not_sufficient,spoiled
deviled_eggs,6.1,74.5,189,2.5,514.2,sufficient,fine
fried_rice,3.5,68.3,319,3.8,526.2,sufficient,near_spoiled
hummus,5.3,83.1,281,4.9,319.6,sufficient,near_spoiled
caesar_salad,2.6,76.4,264,3.6,211.6,not_sufficient,near_spoiled
pancakes,4.4,63.3,400,3.9,212.9,not_sufficient,near_spoiled
caesar_salad,0.3,72.6,446,7.2,119.7,not_sufficient,spoiled
onion_rings,3.0,60.9,297,2.8,104.2,not_sufficient,near_spoiled
filet_mignon,1.7,71.6,587,7.5,357.6,sufficient,spoiled
ice_cream,1.3,67.6,267,5.8,225.4,not_sufficient,near_spoiled
ramen,4.5,79.2,798,7.6,253.1,not_sufficient,spoiled
grilled_salmon,2.8,67.0,136,0.0,317.3,sufficient,fine
beef_salad,4.0,75.6,189,0.3,180.4,not_sufficient,fine
garlic_bread,4.6,80.9,113,1.0,467.1,sufficient,fine
french_fries,5.5,79.7,112,0.6,314.6,sufficient,fine
chicken_wings,3.2,80.5,224,7.3,362.3,sufficient,near_spoiled
seaweed_salad,2.6,87.0,287,5.1,373.0,sufficient,near_spoiled
hot_dog,-0.0,71.8,134,0.5,272.7,not_sufficient,fine
beef_carpaccio,3.4,82.7,230,4.1,237.4,not_sufficient,near_spoiled
edamame,6.8,80.7,377,5.6,448.8,sufficient,near_spoiled
risotto,5.8,60.5,289,5.9,248.5,not_sufficient,near_spoiled
edamame,3.6,60.3,159,1.9,496.7,sufficient,fine
chocolate_cake,5.6,86.4,145,2.8,528.4,sufficient,fine
fried_calamari,0.1,82.2,133,0.2,265.0,not_sufficient,fine
pizza,2.4,79.8,169,0.0,221.4,not_sufficient,fine
onion_rings,3.7,62.7,368,4.6,175.0,not_sufficient,near_spoiled
nachos,2.7,74.9,385,8.4,405.0,sufficient,near_spoiled
falafel,2.3,64.0,166,1.2,467.3,sufficient,fine
chocolate_cake,7.4,63.5,268,3.9,170.7,not_sufficient,near_spoiled
creme_brulee,4.3,70.1,158,4.8,301.6,sufficient,fine
greek_salad,3.7,89.9,269,2.4,148.7,not_sufficient,near_spoiled
apple-pie,7.5,61.5,524,5.1,459.4,sufficient,spoiled
ceviche,4.1,79.3,195,3.4,582.3,sufficient,fine
grilled_salmon,-0.3,75.8,111,1.2,551.8,sufficient,fine
macaroni_and_cheese,0.9,89.1,189,0.0,275.8,not_sufficient,fine
macaroni_and_cheese,1.9,64.1,694,6.0,192.3,not_sufficient,spoiled
filet_mignon,2.5,80.8,303,6.0,567.8,sufficient,near_spoiled
hummus,5.3,71.6,339,4.2,300.7,sufficient,near_spoiled
ice_cream,3.5,88.8,239,5.2,284.3,not_sufficient,near_spoiled
caesar_salad,2.4,79.3,115,1.7,221.1,not_sufficient,fine
french_toast,5.1,64.2,177,0.7,502.6,sufficient,fine
cheececake,2.9,80.3,150,3.4,311.7,sufficient,fine
ceviche,4.4,80.4,307,5.6,571.8,sufficient,near_spoiled
fish_and_chips,6.8,61.2,372,6.3,191.5,not_sufficient,near_spoiled
chicken_curry,1.9,74.6,243,4.3,249.6,not_sufficient,near_spoiled
nachos,5.2,61.3,312,5.4,316.4,sufficient,near_spoiled
onion_rings,4.4,77.1,368,3.2,467.7,sufficient,near_spoiled
hot_dog,0.9,88.3,572,4.4,499.8,sufficient,spoiled
ceviche,3.5,83.9,262,5.8,474.0,sufficient,near_spoiled
waffles,5.9,65.1,205,4.7,444.8,sufficient,near_spoiled
beef_carpaccio,3.2,60.5,394,3.3,573.3,sufficient,near_spoiled
omelette,2.8,64.5,195,2.8,330.8,sufficient,fine
pizza,4.4,86.9,252,5.3,230.1,not_sufficient,near_spoiled
french_onion_soup,3.7,81.8,213,3.8,550.8,sufficient,near_spoiled
ramen,5.2,62.2,386,3.7,450.8,sufficient,near_spoiled
french_onion_soup,1.4,65.7,179,0.2,555.7,sufficient,fine
ceviche,1.2,63.1,157,3.1,440.6,sufficient,fine
donuts,5.2,84.5,141,2.2,592.9,sufficient,fine
risotto,4.9,68.5,285,5.4,425.1,sufficient,near_spoiled
ramen,6.0,75.3,197,1.3,420.4,sufficient,fine
risotto,6.1,84.8,106,3.5,507.6,sufficient,fine
dumplings,4.9,72.7,347,6.1,193.9,not_sufficient,near_spoiled
french_toast,3.3,78.7,133,1.4,408.5,sufficient,fine
fish_and_chips,4.0,83.9,194,2.4,192.9,not_sufficient,fine
apple-pie,7.4,72.9,548,6.7,496.9,sufficient,spoiled
spaghetti_carbonara,6.3,79.1,170,0.0,407.9,sufficient,fine
waffles,5.8,73.1,356,4.4,205.8,not_sufficient,near_spoiled
ceviche,1.7,78.7,183,4.3,352.0,sufficient,fine
caesar_salad,4.7,78.2,180,1.8,123.2,not_sufficient,fine
creme_brulee,6.6,70.1,177,3.0,378.4,sufficient,fine
fried_rice,1.9,69.1,512,5.7,394.8,sufficient,spoiled
chocolate_cake,3.6,60.9,237,5.3,173.6,not_sufficient,near_spoiled
fish_and_chips,3.6,87.6,111,2.9,130.4,not_sufficient,fine
bread_pudding,4.2,74.4,186,1.0,319.0,sufficient,fine
greek_salad,4.1,82.0,200,0.0,361.2,sufficient,fine
chocolate_cake,6.5,64.0,108,0.5,484.7,sufficient,fine
cup_cakes,6.2,88.2,135,2.1,166.7,not_sufficient,fine
sushi,4.3,77.1,313,5.7,104.3,not_sufficient,near_spoiled
dumplings,4.1,88.5,182,2.7,199.3,not_sufficient,fine
fish_and_chips,4.2,65.0,143,3.9,235.1,not_sufficient,fine
carrot_cake,6.2,60.3,649,3.9,408.5,sufficient,spoiled
caesar_salad,5.3,88.7,137,1.6,348.7,sufficient,fine
seaweed_salad,5.3,75.7,197,0.6,444.0,sufficient,fine
carrot_cake,5.6,88.3,192,1.2,250.3,not_sufficient,fine
pancakes,4.9,73.0,271,3.9,318.0,sufficient,near_spoiled
greek_salad,3.3,84.7,125,0.4,440.0,sufficient,fine
hummus,3.8,85.0,273,3.8,574.2,sufficient,near_spoiled
french_fries,4.4,81.4,243,9.4,313.9,sufficient,near_spoiled
french_toast,8.6,82.1,264,2.8,575.4,sufficient,near_spoiled
edamame,3.5,78.5,110,3.5,285.1,not_sufficient,fine
strawberry_shortcake,5.2,79.8,127,1.5,386.1,sufficient,fine
deviled_eggs,7.2,61.2,382,5.1,454.7,sufficient,near_spoiled
risotto,6.9,80.6,261,5.1,189.7,not_sufficient,near_spoiled
donuts,7.0,89.7,280,4.2,516.3,sufficient,near_spoiled
beef_carpaccio,0.8,83.8,356,3.2,589.9,sufficient,near_spoiled
ceviche,-0.2,60.7,327,5.1,256.5,not_sufficient,near_spoiled
fried_calamari,1.3,79.3,252,5.9,365.0,sufficient,near_spoiled
falafel,4.4,72.8,200,2.1,157.1,not_sufficient,near_spoiled
carrot_cake,5.5,74.1,170,0.0,374.6,sufficient,fine
baklava,8.2,68.0,372,4.0,351.5,sufficient,near_spoiled
onion_rings,0.7,66.9,167,1.5,251.4,not_sufficient,fine
beef_carpaccio,0.5,87.8,104,2.2,276.0,not_sufficient,fine
creme_brulee,4.3,71.4,149,3.7,130.6,not_sufficient,fine
french_toast,4.1,80.1,241,3.0,201.7,not_sufficient,near_spoiled
pizza,6.0,86.6,167,1.4,471.7,sufficient,fine
chocolate_cake,4.4,84.0,597,7.4,240.0,not_sufficient,spoiled
grilled_salmon,1.9,74.9,111,1.2,395.7,sufficient,fine
hot_dog,3.9,79.6,200,1.2,420.7,sufficient,fine
french_toast,7.7,65.7,172,1.7,401.0,sufficient,fine
cheese_plate,7.9,87.8,143,4.6,110.1,not_sufficient,fine
ramen,5.4,72.0,395,4.4,284.6,not_sufficient,near_spoiled
cup_cakes,2.4,61.6,103,0.0,207.7,not_sufficient,fine
nachos,2.7,70.6,214,5.2,435.9,sufficient,near_spoiled
fried_calamari,2.8,81.3,302,3.6,192.7,not_sufficient,near_spoiled
french_onion_soup,4.0,87.9,264,4.0,352.3,sufficient,near_spoiled
seaweed_salad,4.6,87.1,102,3.5,561.6,sufficient,fine
lobster_roll_sandwich,2.5,77.5,582,5.4,477.2,sufficient,spoiled
waffles,5.2,66.8,277,4.7,545.2,sufficient,near_spoiled
fried_calamari,0.7,78.9,188,2.2,506.3,sufficient,fine
donuts,3.6,64.0,396,3.6,517.9,sufficient,near_spoiled
breakfast_burrito,6.6,70.8,318,5.1,201.7,not_sufficient,near_spoiled
filet_mignon,-1.5,77.6,362,5.6,215.5,not_sufficient,near_spoiled
bread_pudding,6.4,74.5,208,2.3,412.5,sufficient,near_spoiled
donuts,7.2,63.9,114,1.8,317.9,sufficient,fine
deviled_eggs,6.9,74.2,119,3.3,206.3,not_sufficient,fine
fish_and_chips,6.0,86.4,274,8.5,587.1,sufficient,near_spoiled
seaweed_salad,3.9,88.0,347,5.0,318.9,sufficient,near_spoiled
pizza,3.8,77.9,141,2.8,314.3,sufficient,fine
hot_dog,3.4,69.0,133,0.9,515.2,sufficient,fine
chocolate_cake,6.8,83.7,156,0.6,261.1,not_sufficient,fine
deviled_eggs,6.3,82.1,274,4.1,498.3,sufficient,near_spoiled
filet_mignon,-0.5,80.0,115,1.8,493.0,sufficient,fine
beef_salad,2.5,79.4,126,2.3,177.0,not_sufficient,fine
fried_rice,3.5,88.1,120,0.0,448.5,sufficient,fine
baklava,5.0,81.0,118,3.5,185.8,not_sufficient,fine
hummus,6.5,72.6,185,0.1,581.5,sufficient,fine
chocolate_cake,3.8,61.3,169,2.6,150.9,not_sufficient,fine
apple-pie,5.7,81.9,531,5.2,537.7,sufficient,spoiled
chicken_curry,0.4,64.3,152,2.4,342.5,sufficient,fine
greek_salad,1.0,63.1,147,0.0,359.5,sufficient,fine
chicken_curry,3.0,66.8,272,4.1,503.8,sufficient,near_spoiled
garlic_bread,5.4,71.9,324,3.0,391.2,sufficient,near_spoiled
grilled_salmon,-0.0,63.4,112,0.0,389.6,sufficient,fine
grilled_salmon,2.0,73.1,320,2.2,428.3,sufficient,near_spoiled
fried_rice,5.0,85.9,177,1.3,109.8,not_sufficient,fine
french_toast,7.4,86.0,152,1.7,313.1,sufficient,fine
onion_rings,2.4,79.0,243,3.8,130.4,not_sufficient,near_spoiled
baklava,5.0,66.0,125,2.5,535.4,sufficient,fine
bread_pudding,4.9,70.7,130,0.7,335.6,sufficient,fine
omelette,3.6,77.3,239,4.3,537.3,sufficient,near_spoiled
waffles,7.3,75.0,379,6.8,270.2,not_sufficient,near_spoiled
creme_brulee,4.0,88.8,299,6.0,531.9,sufficient,near_spoiled
strawberry_shortcake,6.7,74.5,191,0.0,283.8,not_sufficient,fine
donuts,4.8,65.5,229,3.4,591.5,sufficient,near_spoiled
spaghetti_carbonara,4.6,85.9,348,4.9,112.6,not_sufficient,near_spoiled
risotto,5.2,80.0,331,6.7,287.4,not_sufficient,near_spoiled
donuts,5.3,66.6,201,2.6,211.1,not_sufficient,near_spoiled
hot_and_sour_soup,4.7,87.2,121,1.3,409.3,sufficient,fine
caesar_salad,5.0,69.4,168,0.6,473.5,sufficient,fine
hot_and_sour_soup,4.4,62.7,186,0.0,313.1,sufficient,fine
french_onion_soup,6.6,75.7,152,2.5,169.9,not_sufficient,fine
omelette,3.1,82.4,182,0.0,228.3,not_sufficient,fine
ramen,2.7,61.4,122,0.0,590.4,sufficient,fine
strawberry_shortcake,8.1,83.7,130,0.0,598.8,sufficient,fine
omelette,2.8,69.3,158,0.0,323.7,sufficient,fine
waffles,5.3,81.3,106,0.0,242.3,not_sufficient,fine
caesar_salad,1.7,87.0,269,3.2,386.5,sufficient,near_spoiled
carrot_cake,4.7,72.7,183,0.0,584.0,sufficient,fine
carrot_cake,5.6,82.6,398,2.7,508.8,sufficient,near_spoiled
garlic_bread,4.2,76.6,179,1.7,374.9,sufficient,fine
creme_brulee,5.6,65.1,289,5.4,344.3,sufficient,near_spoiled
donuts,5.8,82.3,130,0.2,139.8,not_sufficient,fine
french_onion_soup,3.4,89.6,136,1.4,428.9,sufficient,fine
grilled_salmon,2.3,71.1,612,3.2,383.2,sufficient,spoiled
fish_and_chips,2.5,83.2,318,5.1,282.0,not_sufficient,near_spoiled
cup_cakes,6.2,68.8,236,3.0,554.3,sufficient,near_spoiled
chicken_wings,1.0,66.0,106,4.3,344.0,sufficient,fine
beef_carpaccio,2.0,83.8,108,1.7,390.2,sufficient,fine
macaroni_and_cheese,3.2,89.7,246,2.0,451.6,sufficient,near_spoiled
beef_carpaccio,1.0,74.1,173,2.5,348.0,sufficient,fine
hot_dog,0.3,70.6,175,1.0,489.6,sufficient,fine
edamame,4.2,77.2,112,0.5,341.6,sufficient,fine
donuts,3.7,86.9,392,4.3,584.9,sufficient,near_spoiled
hummus,5.9,64.3,124,2.0,420.7,sufficient,fine
sushi,0.9,69.2,118,4.3,332.2,sufficient,fine
fish_and_chips,5.1,82.5,254,5.4,454.2,sufficient,near_spoiled
chicken_wings,3.8,66.8,333,7.2,374.7,sufficient,near_spoiled
cheese_plate,3.2,82.5,118,4.5,172.4,not_sufficient,fine
carrot_cake,6.0,71.1,130,0.0,462.0,sufficient,fine
french_toast,4.8,88.6,133,1.1,580.8,sufficient,fine
ramen,6.5,70.4,143,3.1,578.5,sufficient,fine
onion_rings,2.7,79.9,155,1.7,163.8,not_sufficient,fine
garlic_bread,5.1,86.8,153,0.5,296.8,not_sufficient,fine
breakfast_burrito,4.3,66.0,186,2.3,319.4,sufficient,fine
deviled_eggs,6.6,73.2,294,5.8,492.6,sufficient,near_spoiled
edamame,2.8,79.4,209,3.7,277.3,not_sufficient,near_spoiled
omelette,3.8,72.7,107,1.9,171.8,not_sufficient,fine
greek_salad,2.1,76.0,202,2.6,121.6,not_sufficient,near_spoiled
baklava,6.4,78.9,159,3.3,380.3,sufficient,fine
ice_cream,2.1,66.9,376,5.2,227.6,not_sufficient,near_spoiled
caesar_salad,2.9,76.7,192,0.0,225.5,not_sufficient,fine
breakfast_burrito,3.5,84.7,318,5.3,476.5,sufficient,near_spoiled
chicken_wings,-0.0,87.1,197,4.5,319.2,sufficient,fine
ice_cream,4.5,80.8,259,5.6,231.1,not_sufficient,near_spoiled
chocolate_cake,8.6,61.9,520,7.1,406.1,sufficient,spoiled
french_onion_soup,2.9,84.1,142,2.0,248.8,not_sufficient,fine
cheese_plate,5.3,75.6,118,1.3,202.7,not_sufficient,fine
bread_pudding,7.5,71.4,313,1.9,198.0,not_sufficient,near_spoiled
breakfast_burrito,3.8,64.0,146,3.7,452.0,sufficient,fine
creme_brulee,5.8,76.7,113,3.0,158.4,not_sufficient,fine
caesar_salad,-0.2,65.8,160,2.0,471.9,sufficient,fine
waffles,4.8,66.3,339,5.7,379.3,sufficient,near_spoiled
donuts,6.0,62.5,295,4.9,404.0,sufficient,near_spoiled
omelette,4.7,86.8,156,2.5,170.1,not_sufficient,fine
waffles,3.9,89.7,341,4.5,188.8,not_sufficient,near_spoiled
waffles,2.8,89.8,169,1.6,385.2,sufficient,fine
falafel,1.2,89.8,113,0.6,164.5,not_sufficient,fine
chicken_curry,2.3,77.6,124,0.7,443.4,sufficient,fine
ceviche,3.1,67.6,367,6.7,441.6,sufficient,near_spoiled
beef_salad,3.6,71.1,395,4.4,188.0,not_sufficient,near_spoiled
french_toast,8.4,85.5,188,0.0,354.7,sufficient,fine
chicken_wings,0.7,60.1,120,3.1,126.2,not_sufficient,fine
pizza,3.4,80.7,400,4.6,252.8,not_sufficient,near_spoiled
macaroni_and_cheese,2.3,71.4,138,1.3,349.4,sufficient,fine
spaghetti_carbonara,5.3,78.1,115,3.5,202.7,not_sufficient,fine
garlic_bread,3.4,74.5,378,2.8,268.0,not_sufficient,near_spoiled
falafel,3.2,85.7,144,0.0,261.5,not_sufficient,fine
creme_brulee,5.1,89.1,132,2.6,128.2,not_sufficient,fine
chocolate_cake,7.8,76.8,192,0.7,293.4,not_sufficient,fine
garlic_bread,5.3,61.8,319,4.2,373.3,sufficient,near_spoiled
breakfast_burrito,4.1,64.2,125,3.5,233.7,not_sufficient,fine
hot_dog,4.9,60.2,183,0.9,238.0,not_sufficient,fine
risotto,4.4,63.5,275,8.5,571.2,sufficient,near_spoiled
beef_carpaccio,0.9,87.9,151,0.0,494.7,sufficient,fine
sushi,7.0,75.7,115,0.9,223.6,not_sufficient,fine
strawberry_shortcake,6.8,86.3,383,2.9,309.4,sufficient,near_spoiled
caesar_salad,3.2,85.4,365,2.8,225.8,not_sufficient,near_spoiled
french_fries,2.5,79.3,256,8.1,412.0,sufficient,near_spoiled
macaroni_and_cheese,5.2,77.9,184,0.0,107.8,not_sufficient,fine
falafel,2.4,87.5,331,1.6,524.5,sufficient,near_spoiled
french_fries,5.8,72.0,168,4.6,221.7,not_sufficient,fine
creme_brulee,5.9,77.9,277,6.9,515.5,sufficient,near_spoiled
ice_cream,2.1,65.9,178,4.6,573.1,sufficient,fine
garlic_bread,4.2,72.8,102,1.3,332.2,sufficient,fine
spaghetti_carbonara,5.6,77.2,395,6.1,516.8,sufficient,near_spoiled
hot_dog,2.1,75.4,381,2.3,222.2,not_sufficient,near_spoiled
fish_and_chips,3.2,75.3,199,3.3,343.7,sufficient,fine
hot_and_sour_soup,3.7,65.9,136,1.3,522.5,sufficient,fine
ceviche,2.6,70.4,158,2.9,547.8,sufficient,fine
dumplings,3.1,67.6,183,2.4,553.2,sufficient,fine
edamame,8.1,64.2,197,3.5,472.3,sufficient,fine
greek_salad,1.2,81.3,113,0.8,359.6,sufficient,fine
filet_mignon,3.3,71.9,200,2.0,473.2,sufficient,fine
fried_rice,1.1,74.5,313,2.9,183.0,not_sufficient,near_spoiled
macaroni_and_cheese,3.1,70.5,163,1.0,362.2,sufficient,fine
deviled_eggs,5.2,87.1,584,7.3,292.8,not_sufficient,spoiled
dumplings,3.1,61.8,228,5.4,315.9,sufficient,near_spoiled
hot_and_sour_soup,4.7,81.3,113,0.0,227.6,not_sufficient,fine
donuts,4.5,84.6,189,1.6,208.9,not_sufficient,fine
ramen,4.2,74.0,154,1.9,240.4,not_sufficient,fine
breakfast_burrito,6.4,62.4,106,2.9,393.4,sufficient,fine
hot_dog,-0.5,81.4,107,0.4,240.8,not_sufficient,fine
pancakes,4.8,61.0,192,2.8,350.2,sufficient,fine
greek_salad,3.8,79.7,287,2.3,367.1,sufficient,near_spoiled
filet_mignon,1.5,79.5,128,2.6,330.1,sufficient,fine
ramen,1.8,89.7,197,0.6,379.1,sufficient,fine
baklava,6.8,87.4,284,5.3,308.8,sufficient,near_spoiled
spaghetti_carbonara,6.0,69.0,264,5.5,456.2,sufficient,near_spoiled
sashimi,1.1,64.3,166,3.9,261.3,not_sufficient,fine
bread_pudding,2.1,74.5,111,0.0,519.9,sufficient,fine
chocolate_cake,4.6,61.7,146,1.8,572.7,sufficient,fine
sushi,4.0,63.9,130,3.4,207.8,not_sufficient,fine
onion_rings,4.2,61.9,185,0.0,173.4,not_sufficient,fine
onion_rings,1.4,88.7,199,0.0,476.8,sufficient,fine
fried_rice,5.7,75.6,185,2.5,199.3,not_sufficient,fine
dumplings,4.5,71.7,281,4.3,319.9,sufficient,near_spoiled
fried_calamari,1.2,67.3,181,1.2,470.2,sufficient,fine
ceviche,1.0,69.7,341,6.1,500.9,sufficient,near_spoiled
dumplings,6.2,72.6,360,4.0,183.7,not_sufficient,near_spoiled
french_onion_soup,7.1,66.3,151,2.5,264.4,not_sufficient,fine
waffles,4.4,83.9,248,3.7,330.0,sufficient,near_spoiled
greek_salad,1.3,76.5,185,1.5,547.6,sufficient,fine
risotto,4.2,71.7,182,2.3,386.9,sufficient,fine
donuts,6.0,73.5,300,2.6,407.6,sufficient,near_spoiled
apple-pie,4.8,73.4,164,1.4,200.8,not_sufficient,fine
dumplings,2.7,89.5,444,7.3,205.9,not_sufficient,spoiled
greek_salad,3.7,67.4,340,2.5,443.2,sufficient,near_spoiled
cheececake,1.8,78.6,274,5.2,208.8,not_sufficient,near_spoiled
grilled_salmon,-0.8,89.2,616,5.3,484.4,sufficient,spoiled
filet_mignon,2.0,67.6,190,0.8,304.8,sufficient,fine
chicken_wings,2.1,73.7,106,4.7,241.7,not_sufficient,fine
grilled_salmon,0.3,72.4,182,0.0,382.8,sufficient,fine
seaweed_salad,5.0,61.9,255,4.8,376.1,sufficient,near_spoiled
fish_and_chips,5.7,66.4,128,3.5,264.1,not_sufficient,fine
sashimi,-0.1,77.7,258,5.6,282.9,not_sufficient,near_spoiled
nachos,4.1,75.0,125,2.4,379.0,sufficient,fine
nachos,4.8,67.1,148,4.9,250.1,not_sufficient,fine
deviled_eggs,5.9,68.4,184,1.3,260.3,not_sufficient,fine
beef_carpaccio,1.9,62.6,119,1.3,547.4,sufficient,fine
chocolate_cake,4.5,89.5,714,7.4,435.6,sufficient,spoiled
nachos,4.3,77.8,379,6.9,589.4,sufficient,near_spoiled
breakfast_burrito,6.2,83.7,318,9.2,508.3,sufficient,near_spoiled
apple-pie,6.1,67.8,177,0.0,115.2,not_sufficient,fine
hummus,2.1,60.0,284,3.3,454.4,sufficient,near_spoiled
onion_rings,3.4,85.2,102,2.3,448.7,sufficient,fine
donuts,5.9,79.4,170,1.9,513.5,sufficient,fine
beef_salad,1.2,64.4,242,4.8,139.0,not_sufficient,near_spoiled
ceviche,1.4,82.1,353,6.0,190.2,not_sufficient,near_spoiled
carrot_cake,6.8,72.0,160,0.8,489.4,sufficient,fine
sashimi,0.7,70.2,264,6.0,370.3,sufficient,near_spoiled
caesar_salad,4.8,76.6,295,3.8,196.7,not_sufficient,near_spoiled
french_toast,6.8,87.9,707,6.4,413.6,sufficient,spoiled
french_toast,6.9,70.1,155,2.3,471.5,sufficient,fine
chicken_wings,2.5,88.8,106,1.3,272.8,not_sufficient,fine
caesar_salad,0.2,77.6,732,5.2,195.2,not_sufficient,spoiled
donuts,3.8,85.5,130,0.1,144.0,not_sufficient,fine
hot_and_sour_soup,1.8,65.3,691,3.3,158.3,not_sufficient,spoiled
cup_cakes,9.1,70.6,123,2.5,134.1,not_sufficient,fine
ice_cream,2.1,73.6,142,0.8,316.9,sufficient,fine
nachos,4.6,70.0,303,7.8,535.7,sufficient,near_spoiled
waffles,7.3,63.1,148,2.5,424.6,sufficient,fine
fish_and_chips,1.4,82.1,208,5.2,101.1,not_sufficient,near_spoiled
chicken_curry,3.9,71.0,129,2.2,490.3,sufficient,fine
falafel,5.2,67.1,149,1.3,571.7,sufficient,fine
beef_carpaccio,2.4,77.4,393,3.0,117.7,not_sufficient,near_spoiled
beef_salad,-0.5,69.3,140,0.0,259.1,not_sufficient,fine
greek_salad,5.3,75.5,132,0.0,130.1,not_sufficient,fine
spaghetti_carbonara,5.1,67.4,760,7.8,244.9,not_sufficient,spoiled
seaweed_salad,5.4,68.5,158,3.2,488.5,sufficient,fine
edamame,5.0,87.7,293,4.7,314.7,sufficient,near_spoiled
ceviche,3.0,77.2,152,2.3,479.9,sufficient,fine
garlic_bread,3.5,84.0,151,2.1,432.5,sufficient,fine
